Date,Open,High,Low,Close,Adj Close,Volume
2013-10-31,176.149994,176.889999,175.529999,175.789993,147.580658,133795000
2013-11-01,176.020004,176.610001,175.220001,176.210007,147.933319,142805000
2013-11-04,176.690002,176.899994,175.979996,176.830002,148.453781,85677000
2013-11-05,176.139999,176.750000,175.570007,176.270004,147.983612,85825000
2013-11-06,177.029999,177.500000,176.539993,177.169998,148.739258,87348000
2013-11-07,177.500000,177.639999,174.759995,174.929993,146.858658,157000000
2013-11-08,174.869995,177.309998,174.850006,177.289993,148.839935,136713000
2013-11-11,177.119995,177.529999,176.910004,177.320007,148.865143,62614000
2013-11-12,176.940002,177.360001,176.369995,176.960007,148.562943,83990000
2013-11-13,176.089996,178.429993,176.089996,178.380005,149.755035,103844000
2013-11-14,178.539993,179.419998,178.250000,179.270004,150.502228,103435000
2013-11-15,179.559998,180.119995,179.330002,180.050003,151.157043,102818000
2013-11-18,180.350006,180.500000,179.020004,179.419998,150.628143,104796000
2013-11-19,179.330002,179.869995,178.720001,179.029999,150.300751,93891000
2013-11-20,179.389999,179.929993,177.979996,178.470001,149.830597,124909000
2013-11-21,178.970001,180.050003,178.860001,179.910004,151.039520,92841000
2013-11-22,179.979996,180.830002,179.770004,180.809998,151.795059,81296000
2013-11-25,181.130005,181.169998,180.369995,180.630005,151.643997,79486000
2013-11-26,180.720001,181.220001,180.410004,180.679993,151.685944,86994000
2013-11-27,180.869995,181.240005,180.649994,181.119995,152.055359,58800000
2013-11-29,181.320007,181.750000,180.800003,181.000000,151.954620,55870900
2013-12-02,181.089996,181.429993,180.250000,180.529999,151.560059,99726000
2013-12-03,179.940002,180.389999,179.169998,179.750000,150.905228,116563000
2013-12-04,179.100006,180.479996,178.350006,179.729996,150.888382,123033000
2013-12-05,179.410004,179.740005,178.770004,178.940002,150.225220,106934000
2013-12-06,180.669998,181.110001,180.149994,180.940002,151.904236,127728000
2013-12-09,181.470001,181.669998,181.160004,181.399994,152.290405,70124000
2013-12-10,180.979996,181.360001,180.639999,180.750000,151.744736,80976000
2013-12-11,180.820007,180.850006,178.500000,178.720001,150.040482,130591000
2013-12-12,178.639999,178.860001,177.759995,178.130005,149.545181,115565000
2013-12-13,178.500000,178.660004,177.770004,178.110001,149.528397,107808000
2013-12-16,178.949997,179.809998,178.899994,179.220001,150.460236,96195000
2013-12-17,179.380005,179.410004,178.250000,178.649994,149.981720,89886000
2013-12-18,178.919998,181.729996,177.320007,181.699997,152.542297,234906000
2013-12-19,181.179993,181.699997,180.710007,181.490005,152.365967,136531200
2013-12-20,180.690002,181.990005,180.570007,181.559998,153.252289,197087000
2013-12-23,182.449997,182.639999,182.070007,182.529999,154.071030,85598000
2013-12-24,182.539993,183.009995,182.529999,182.929993,154.408661,45368800
2013-12-26,183.339996,183.960007,183.320007,183.860001,155.193665,63365000
2013-12-27,184.100006,184.179993,183.660004,183.850006,155.185242,61814000
2013-12-30,183.869995,184.020004,183.580002,183.820007,155.159958,56857000
2013-12-31,184.070007,184.690002,183.929993,184.690002,155.894241,86119900
2014-01-02,183.979996,184.070007,182.479996,182.919998,154.400223,119636900
2014-01-03,183.229996,183.600006,182.630005,182.889999,154.374939,81390600
2014-01-06,183.490005,183.559998,182.080002,182.360001,153.927567,108028200
2014-01-07,183.089996,183.789993,182.949997,183.479996,154.872940,86144200
2014-01-08,183.449997,183.830002,182.889999,183.520004,154.906677,96582300
2014-01-09,184.110001,184.130005,182.800003,183.639999,155.007980,90683400
2014-01-10,183.949997,184.220001,183.009995,184.139999,155.430038,102026400
2014-01-13,183.669998,184.179993,181.339996,181.690002,153.362000,149892000
2014-01-14,182.289993,183.770004,181.949997,183.669998,155.033310,105016100
2014-01-15,184.100006,184.940002,183.710007,184.660004,155.868927,98525800
2014-01-16,184.279999,184.660004,183.830002,184.419998,155.666336,72290600
2014-01-17,184.100006,184.449997,183.320007,183.639999,155.007980,107848700
2014-01-21,184.699997,184.770004,183.050003,184.179993,155.463760,88621200
2014-01-22,184.490005,184.570007,183.910004,184.300003,155.565094,61270900
2014-01-23,183.369995,183.399994,181.820007,182.789993,154.290497,132496900
2014-01-24,181.600006,181.660004,178.830002,178.889999,150.998596,208677100
2014-01-27,179.059998,179.520004,177.119995,178.009995,150.255768,180843100
2014-01-28,178.139999,179.300003,178.119995,179.070007,151.150528,110463200
2014-01-29,177.580002,178.550003,176.880005,177.350006,149.698685,216597300
2014-01-30,178.830002,179.809998,178.259995,179.229996,151.285522,118938100
2014-01-31,177.009995,179.289993,176.919998,178.179993,150.399292,194677900
2014-02-03,177.970001,178.369995,173.830002,174.169998,147.014481,254837100
2014-02-04,174.949997,175.839996,174.110001,175.389999,148.044342,165012400
2014-02-05,174.779999,175.559998,173.710007,175.169998,147.858612,164230500
2014-02-06,175.580002,177.479996,175.220001,177.479996,149.808380,132877600
2014-02-07,178.309998,179.869995,177.729996,179.679993,151.665375,170787200
2014-02-10,179.699997,180.070007,179.210007,180.009995,151.943939,92218800
2014-02-11,180.160004,182.440002,180.039993,181.979996,153.606796,117814100
2014-02-12,182.250000,182.830002,181.710007,182.070007,153.682755,94717700
2014-02-13,180.839996,183.199997,180.830002,183.009995,154.476212,100542200
2014-02-14,182.839996,184.360001,182.669998,184.020004,155.328735,96498400
2014-02-18,184.179993,184.490005,183.649994,184.240005,155.514450,80460900
2014-02-19,183.759995,184.949997,182.869995,183.020004,154.484634,126524300
2014-02-20,183.270004,184.520004,182.600006,184.100006,155.396255,104998100
2014-02-21,184.449997,184.889999,183.800003,183.889999,155.218994,118116400
2014-02-24,184.279999,186.149994,184.199997,184.910004,156.079987,114063900
2014-02-25,185.059998,185.589996,184.229996,184.839996,156.020874,117085000
2014-02-26,185.110001,185.600006,184.330002,184.850006,156.029282,98677200
2014-02-27,184.580002,185.869995,184.369995,185.820007,156.848068,93880800
2014-02-28,185.789993,187.149994,185.050003,186.289993,157.244781,150842000
2014-03-03,184.649994,185.449997,183.750000,184.979996,156.139069,167748500
2014-03-04,186.789993,187.979996,186.750000,187.580002,158.333679,167545900
2014-03-05,187.740005,188.070007,187.449997,187.750000,158.477188,88376900
2014-03-06,188.210007,188.610001,187.779999,188.179993,158.840179,82516500
2014-03-07,188.960007,188.960007,187.429993,188.259995,158.907608,114513500
2014-03-10,187.970001,188.229996,187.080002,188.160004,158.823242,74939200
2014-03-11,188.440002,188.710007,186.800003,187.229996,158.038223,99009100
2014-03-12,186.320007,187.350006,185.899994,187.279999,158.080444,104824400
2014-03-13,187.839996,187.990005,184.660004,185.179993,156.307877,155014300
2014-03-14,184.850006,185.800003,184.440002,184.660004,155.868927,153919600
2014-03-17,185.589996,186.770004,185.509995,186.330002,157.278610,98359500
2014-03-18,186.710007,187.910004,186.509995,187.660004,158.401199,101804600
2014-03-19,187.679993,187.940002,185.470001,186.660004,157.557114,176267300
2014-03-20,186.250000,187.889999,185.919998,187.750000,158.477188,117241000
2014-03-21,187.710007,189.020004,186.029999,186.199997,157.862488,163128000
2014-03-24,186.839996,187.070007,184.619995,185.429993,157.209656,121411000
2014-03-25,186.369995,186.940002,185.270004,186.309998,157.955795,103852000
2014-03-26,187.039993,187.339996,184.919998,184.970001,156.819702,119843000
2014-03-27,184.750000,185.339996,183.899994,184.580002,156.489029,142383000
2014-03-28,185.110001,186.419998,185.000000,185.490005,157.260605,101642000
2014-03-31,186.669998,187.300003,185.520004,187.009995,158.549240,99745000
2014-04-01,187.619995,188.360001,187.000000,188.250000,159.600510,89193000
2014-04-02,188.490005,189.130005,188.139999,188.880005,160.134598,78774000
2014-04-03,189.169998,189.220001,188.050003,188.630005,159.922668,77435000
2014-04-04,189.660004,189.699997,186.100006,186.399994,158.032059,169381000
2014-04-07,185.949997,186.259995,183.960007,184.339996,156.285583,140803000
2014-04-08,184.259995,185.399994,183.589996,185.100006,156.929916,112660000
2014-04-09,185.600006,187.149994,185.059998,187.089996,158.617065,100254000
2014-04-10,187.080002,187.169998,182.929993,183.160004,155.285156,172959000
2014-04-11,182.139999,183.419998,181.309998,181.509995,153.886292,167251000
2014-04-14,182.929993,183.369995,181.440002,182.940002,155.098663,132382000
2014-04-15,183.320007,184.330002,181.509995,184.199997,156.166870,157093000
2014-04-16,185.470001,186.139999,184.649994,186.130005,157.803192,105197000
2014-04-17,185.880005,186.910004,185.559998,186.389999,158.023544,105255000
2014-04-21,186.440002,187.100006,186.210007,187.039993,158.574646,68329000
2014-04-22,187.229996,188.399994,187.130005,187.889999,159.295273,85790000
2014-04-23,187.820007,187.919998,187.300003,187.449997,158.922241,73869000
2014-04-24,188.369995,188.389999,186.929993,187.830002,159.244446,88170000
2014-04-25,187.220001,187.330002,185.869995,186.289993,157.938782,100380000
2014-04-28,187.050003,187.690002,184.960007,186.880005,158.439087,135121000
2014-04-29,187.479996,188.039993,187.080002,187.750000,159.176636,84098000
2014-04-30,187.440002,188.500000,187.179993,188.309998,159.651413,101508000
2014-05-01,188.220001,188.839996,187.729996,188.330002,159.668335,93019000
2014-05-02,188.309998,189.139999,187.779999,188.059998,159.439407,98122000
2014-05-05,187.139999,188.550003,186.619995,188.419998,159.744614,75883000
2014-05-06,188.000000,188.130005,186.740005,186.779999,158.354233,85454000
2014-05-07,187.410004,187.970001,186.009995,187.880005,159.286819,106500000
2014-05-08,187.710007,189.050003,187.080002,187.679993,159.117249,93618000
2014-05-09,187.710007,188.039993,186.830002,187.960007,159.354675,83679000
2014-05-12,188.800003,189.880005,188.000000,189.789993,160.906143,86940000
2014-05-13,190.039993,190.419998,189.770004,189.960007,161.050278,66454000
2014-05-14,189.789993,189.880005,188.789993,189.059998,160.287262,72367000
2014-05-15,188.679993,188.720001,186.479996,187.399994,158.879913,154956000
2014-05-16,187.509995,188.130005,186.720001,188.050003,159.430954,97458000
2014-05-19,187.690002,188.889999,187.520004,188.740005,160.015961,63839000
2014-05-20,188.649994,188.669998,187.070007,187.550003,159.007080,111644000
2014-05-21,188.089996,189.220001,188.059998,189.130005,160.346634,89093000
2014-05-22,189.179993,189.979996,188.860001,189.589996,160.736649,61549000
2014-05-23,189.759995,190.479996,189.589996,190.350006,161.380936,61092800
2014-05-27,191.059998,191.580002,190.949997,191.520004,162.372894,72010000
2014-05-28,191.520004,191.820007,191.059998,191.380005,162.254166,66723000
2014-05-29,191.820007,192.399994,191.330002,192.369995,163.093506,64377000
2014-05-30,192.190002,192.800003,192.029999,192.679993,163.356308,76316000
2014-06-02,192.949997,192.990005,191.970001,192.899994,163.542816,64656000
2014-06-03,192.429993,192.899994,192.250000,192.800003,163.458069,65047000
2014-06-04,192.470001,193.300003,192.270004,193.190002,163.788742,55529000
2014-06-05,193.410004,194.649994,192.699997,194.449997,164.856934,92103000
2014-06-06,194.869995,195.429993,194.779999,195.380005,165.645416,78696000
2014-06-09,195.350006,196.050003,195.169998,195.580002,165.814941,65119000
2014-06-10,195.339996,195.639999,194.919998,195.600006,165.831955,57129000
2014-06-11,194.899994,195.119995,194.479996,194.919998,165.255402,68772000
2014-06-12,194.690002,194.800003,193.110001,193.539993,164.085434,106350000
2014-06-13,193.919998,194.320007,193.300003,194.130005,164.585663,82017000
2014-06-16,193.889999,194.699997,193.660004,194.289993,164.721283,87424000
2014-06-17,194.020004,194.970001,193.809998,194.830002,165.179108,84834000
2014-06-18,194.830002,196.369995,194.399994,196.259995,166.391449,105267000
2014-06-19,196.429993,196.600006,195.800003,196.479996,166.577957,85929000
2014-06-20,196.029999,196.100006,195.699997,195.940002,166.916168,100587000
2014-06-23,195.990005,196.050003,195.520004,195.880005,166.865097,70611000
2014-06-24,195.529999,196.500000,194.479996,194.699997,165.859879,96237000
2014-06-25,194.289993,195.779999,194.250000,195.580002,166.609482,82782000
2014-06-26,195.610001,195.630005,194.130005,195.440002,166.490265,84312000
2014-06-27,194.979996,195.880005,194.889999,195.820007,166.813980,71445100
2014-06-30,195.699997,196.169998,195.529999,195.720001,166.728821,70201200
2014-07-01,196.199997,197.630005,196.130005,197.029999,167.844727,90470000
2014-07-02,197.050003,197.479996,196.960007,197.229996,168.015137,52475000
2014-07-03,197.789993,198.289993,197.639999,198.199997,168.841431,52938800
2014-07-07,197.820007,197.979996,197.220001,197.509995,168.253601,61696000
2014-07-08,197.149994,197.220001,195.759995,196.240005,167.171753,108143000
2014-07-09,196.729996,197.300003,196.309998,197.119995,167.921402,72992000
2014-07-10,195.220001,196.860001,195.059998,196.339996,167.256958,99040000
2014-07-11,196.220001,196.750000,195.779999,196.610001,167.486969,64243000
2014-07-14,197.610001,197.860001,197.440002,197.600006,168.330261,58658000
2014-07-15,197.720001,198.100006,196.360001,197.229996,168.015137,111307000
2014-07-16,198.110001,198.259995,197.419998,197.960007,168.636993,79986400
2014-07-17,197.350006,198.100006,195.429993,195.710007,166.720276,145398000
2014-07-18,196.350006,197.910004,196.240005,197.710007,168.424011,124330000
2014-07-21,197.089996,197.500000,196.429993,197.339996,168.108841,67592000
2014-07-22,198.009995,198.559998,197.869995,198.199997,168.841431,67678000
2014-07-23,198.500000,198.850006,198.100006,198.639999,169.216293,65612000
2014-07-24,198.830002,199.059998,198.449997,198.649994,169.224838,56888000
2014-07-25,198.089996,198.259995,197.330002,197.720001,168.432510,76837000
2014-07-28,197.759995,198.089996,196.619995,197.800003,168.500687,69259000
2014-07-29,198.169998,198.449997,196.919998,196.949997,167.776550,80466000
2014-07-30,197.649994,197.910004,196.160004,196.979996,167.802170,104222000
2014-07-31,195.610001,195.779999,192.970001,193.089996,164.488358,183479000
2014-08-01,192.559998,193.759995,191.570007,192.500000,163.985779,189261000
2014-08-04,192.869995,194.300003,192.050003,193.889999,165.169861,91340000
2014-08-05,193.100006,193.600006,191.309998,192.009995,163.568314,152690000
2014-08-06,191.110001,192.889999,191.080002,192.070007,163.619431,94818000
2014-08-07,192.940002,193.130005,190.550003,191.029999,162.733490,135733000
2014-08-08,191.460007,193.369995,190.949997,193.240005,164.616165,117014000
2014-08-11,193.970001,194.660004,193.710007,193.800003,165.093185,74544000
2014-08-12,193.610001,194.149994,192.940002,193.529999,164.863159,73632000
2014-08-13,194.289993,195.059998,193.960007,194.839996,165.979095,69047000
2014-08-14,195.160004,195.759995,194.979996,195.759995,166.762848,57371000
2014-08-15,196.470001,196.649994,194.309998,195.720001,166.728821,139951000
2014-08-18,196.800003,197.449997,196.690002,197.360001,168.125870,75424000
2014-08-19,197.839996,198.539993,197.440002,198.389999,169.003296,59135000
2014-08-20,198.119995,199.160004,198.080002,198.919998,169.454803,72763000
2014-08-21,199.089996,199.759995,198.929993,199.500000,169.948898,67791000
2014-08-22,199.339996,199.690002,198.740005,199.190002,169.684799,76107000
2014-08-25,200.139999,200.589996,199.149994,200.199997,170.545135,63855000
2014-08-26,200.330002,200.820007,200.279999,200.330002,170.655945,47298000
2014-08-27,200.429993,200.570007,199.940002,200.250000,170.587799,47874000
